one tabletop (octagonal),,,
7,-2.60E-01,0.259862,-0.08
7,-0.1913417,0.46194,-0.16
7,-0.3535534,0.353553,-0.16
8,-2.60E-01,0.259862,-0.08
8,-0.3535534,0.353553,-0.16
8,-0.4619398,0.191342,-0.16
9,-3.68E-01,0,-0.08
9,-0.4619398,0.191342,-0.16
9,-0.5,0,-0.16
10,-3.68E-01,0,-0.08
10,-0.5,0,-0.16
10,-0.4619398,-0.191342,-0.16
11,-2.60E-01,-0.259862,-0.08
11,-0.4619398,-0.191342,-0.16
11,-0.3535534,-0.353553,-0.16
12,-0.2598617,-0.259862,-0.08
12,-0.3535534,-0.353553,-0.16
12,-0.1913417,-0.46194,-0.16
13,0.00E+00,-0.3675,-0.08
13,-0.1913417,-0.46194,-0.16
13,0,-0.5,-0.16
14,0.00E+00,-0.3675,-0.08
14,0,-0.5,-0.16
14,0.19134172,-0.46194,-0.16
15,2.60E-01,-0.259862,-0.08
15,0.19134172,-0.46194,-0.16
15,0.35355339,-0.353553,-0.16
16,-0.2598617,-0.259862,-0.08
16,0.35355339,-0.353553,-0.16
16,0.46193977,-0.191342,-0.16
sixteen lower side facets (approximately triangular),,,
1,0.46194,-0.191342,-0.16
1,0.5,0,-0.16
1,0.166667,0,-0.446667
2,0.5,0,-0.16
2,0.46194,0.191342,-0.16
2,0.166667,0,-0.446667
3,0.46194,0.191342,-0.16
3,0.353553,0.353553,-0.16
3,0.117851,0.117851,-0.446667
4,0.353553,0.353553,-0.16
4,0.191342,0.46194,-0.16
4,0.117851,0.117851,-0.446667
5,0.191342,0.46194,-0.16
5,0,0.5,-0.16
5,0,0.166667,-0.446667
6,0,0.5,-0.16
6,-0.191342,0.46194,-0.16
6,0,0.166667,-0.446667
7,-0.191342,0.46194,-0.16
7,-0.353553,0.353553,-0.16
7,-0.117851,0.117851,-0.446667
8,-0.353553,0.353553,-0.16
8,-0.46194,0.191342,-0.16
8,-0.117851,0.117851,-0.446667
9,-0.46194,0.191342,-0.16
9,-0.5,0,-0.16
9,-0.166667,0,-0.446667
10,-0.5,0,-0.16
10,-0.46194,-0.191342,-0.16
10,-0.166667,0,-0.446667
11,-0.46194,-0.191342,-0.16
11,-0.353553,-0.353553,-0.16
11,-0.117851,-0.117851,-0.446667
12,-0.353553,-0.353553,-0.16
12,-0.191342,-0.46194,-0.16
12,-0.117851,-0.117851,-0.446667
13,-0.191342,-0.46194,-0.16
13,0,-0.5,-0.16
13,0,-0.166667,-0.446667
14,0,-0.5,-0.16
14,0.191342,-0.46194,-0.16
14,0,-0.166667,-0.446667
15,0.191342,-0.46194,-0.16
15,0.353553,-0.353553,-0.16
15,0.117851,-0.117851,-0.446667
16,0.353553,-0.353553,-0.16
16,0.46194,-0.191342,-0.16
16,0.117851,-0.117851,-0.446667
eight pavilion main facets (approximately quadrilateral),,,
1,0.46193977,0.191342,-0.16
1,0.11785113,0.117851,-0.446667
1,0,0,-0.59
1,0.16666667,0,-0.446667
2,0.19134172,0.46194,-0.16
2,1.02E-17,0.166667,-0.446667
2,0,0,-0.59
2,0.11785113,0.117851,-0.446667
3,-0.1913417,0.46194,-0.16
3,-0.1178511,0.117851,-0.446667
3,0,0,-0.59
3,1.02E-17,0.166667,-0.446667
4,-0.4619398,0.191342,-0.16
4,-0.1666667,2.04E-17,-0.446667
4,0,0,-0.59
4,-0.1178511,0.117851,-0.446667
5,-0.4619398,-0.191342,-0.16
5,-0.1178511,-0.117851,-0.446667
5,0,0,-0.59
5,-0.1666667,2.04E-17,-0.446667
6,-0.1913417,-0.46194,-0.16
6,-3.06E-17,-0.166667,-0.446667
6,0,0,-0.59
6,-0.1178511,-0.117851,-0.446667
7,0.19134172,-0.46194,-0.16
7,0.11785113,-0.117851,-0.446667
7,0,0,-0.59
7,-3.06E-17,-0.166667,-0.446667
8,0.46193977,-0.191342,-0.16
8,0.16666667,0,-0.446667
8,0,0,-0.59
8,0.11785113,-0.117851,-0.446667
